optimization_seed,model,profile,frontier_runtime_seconds,stress_variance_scale,expected_alpha_dollars,impact_cost_dollars,linear_cost_dollars,expected_net_pnl_dollars,pnl_vol_dollars,loss_var_95_dollars,loss_cvar_95_dollars,probability_profitable,daily_gross_spearman,late_early_gross_ratio,completion_day5_pct,nondecreasing_transitions,urgent_first_trade_day,medium_first_trade_day,small_first_trade_day,early_factor_imbalance_pct,scenario_loss_cvar_95_mean_dollars,scenario_loss_cvar_95_std_dollars,scenario_loss_cvar_95_worst_dollars
20260807,hybrid_96,low,26.23163879197091,,1192671.3516945445,330274.89835960924,50391.231569117765,812005.2217658175,4459953.259062925,7746253.161779533,10689551.706190065,0.5703125,-0.406060606060606,0.5534345545832794,57.66885468139513,4.0,1.0,1.0,1.0,7.615501535068427,9882053.886496445,215735.57772011744,10107657.641316943
20260807,stress_second_moment,low,1.1685020000441,0.04556591841100668,1190775.3736723547,330074.4161512762,50374.35397952897,810326.6035415495,4441099.640470193,7733249.846004659,10638719.005028395,0.5703125,-0.406060606060606,0.5632263656757539,57.476126819140475,4.0,1.0,1.0,1.0,6.84417066727993,9847709.349144805,214935.41097624478,10069166.35201077
20260814,hybrid_96,medium,56.59285879204981,,1071939.4920764249,308669.6592557598,49398.996804460716,713870.8360162043,3870544.6862397054,7145612.461088553,9088218.718727032,0.6484375,0.49090909090909085,1.3299701651687075,45.19035256840071,6.0,1.0,1.0,4.0,3.245206079189104,8625441.752310693,157688.04034771275,8809279.76216019
20260814,stress_second_moment,medium,1.0561034580459818,0.0038317724283598222,1071624.3295410466,308867.15566537785,49397.697484136515,713359.4763915322,3869309.1710209562,7147708.891689229,9088241.056367282,0.6484375,0.49090909090909085,1.331646883241482,45.20971157803239,6.0,1.0,1.0,4.0,3.165423906732634,8622757.250534102,157438.09157236724,8806280.135130493
20260814,hybrid_96,low,56.59285879204981,,1201167.9337335736,333947.4005699704,50468.11750928485,816752.4156543183,4520032.624424726,8042756.791060779,9891270.621005747,0.62890625,-0.4545454545454545,0.5132053340787921,58.688221502166726,4.0,1.0,1.0,1.0,8.442343274526184,10001981.642628599,221690.03605621247,10229408.945135916
20260814,stress_second_moment,low,1.0561034580459818,0.0038317724283598222,1201015.9067082168,333900.91682926985,50466.563924394075,816648.4259545528,4518597.6703753825,8043277.252288712,9890224.835174844,0.62890625,-0.4545454545454545,0.5139366471030841,58.66894047243818,4.0,1.0,1.0,1.0,8.407353768151834,9999298.596278438,221501.54051848888,10226573.05681356
20260821,hybrid_96,medium,27.668078333023004,,1069324.640907144,308390.49943922507,49385.031075920764,711549.1103919981,3865527.242561971,7012770.287408148,9640748.269457297,0.59765625,0.49090909090909085,1.3463457172107063,44.966836139862124,6.0,1.0,1.0,5.0,3.2058998073083194,8608040.934345515,158459.65350947648,8793398.076793855
20260821,stress_second_moment,medium,1.0836723749525845,0.011919305111314154,1069239.2677838365,309443.70653655665,49383.915450972745,710411.6457963071,3862628.4951393683,6994731.7057992015,9653157.500576243,0.58984375,0.49090909090909085,1.3456000345377148,45.11117287376882,6.0,1.0,1.0,5.0,3.30340434337781,8605592.027671292,157200.209063693,8788750.519402206
20260821,hybrid_96,low,27.668078333023004,,1200040.7467472407,333459.5511298505,50457.728248441636,816123.4673689485,4511484.5709582595,7922237.4100318765,10630905.21264301,0.60546875,-0.4545454545454545,0.5190027195497239,58.54175505751018,4.0,1.0,1.0,1.0,8.34279788626625,9985587.985262398,220398.35626431435,10213268.131137641
20260821,stress_second_moment,low,1.0836723749525845,0.011919305111314154,1199322.3882846637,333191.20969550917,50451.196041452764,815679.9825477017,4505548.872751666,7912287.337158858,10621302.832561247,0.60546875,-0.4545454545454545,0.5222371836112273,58.46355885569501,4.0,1.0,1.0,1.0,8.206120110999985,9974036.875018368,219937.72732476323,10201216.535488103
