date,holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,cumulative_net_pnl_dollars,max_realized_participation_rate,p95_realized_participation_rate,max_realized_participation_excess_shares,event_id,strategy,selected_plan_source
2032-01-08,2451669.386299663,18922.35710861897,4188.560363659633,2428558.4688273845,3264705.1429407764,0.08489754939022681,0.08460058998900132,0.0,event_101,forecast_liquidity,forecast_liquidity
2032-01-09,-2997120.7561980383,21104.653883118022,3978.0214087512372,-3022203.4314899077,242501.71145086875,0.10670714748938216,0.0913873200847466,7179.877148399508,event_101,forecast_liquidity,forecast_liquidity
2032-01-15,29313.041789921866,35537.23106541651,3972.597120670889,-10196.786396165535,-10196.786396165535,0.09476613005422602,0.09423437365622235,0.0,event_102,static_open_loop,static_open_loop
2032-01-16,244422.2942915411,38020.29273487476,4331.597726677321,202070.40382998902,191873.6174338235,0.11422418950435348,0.1052157451116734,8287.12147958052,event_102,static_open_loop,static_open_loop
2032-01-19,-943899.7273897668,36396.82269417648,4696.2957581956925,-984992.845842139,-793119.2284083155,0.10798101309034512,0.10490287847083882,6609.729196684784,event_102,static_open_loop,static_open_loop
2032-01-20,-34413.67377991915,35292.095153317125,5833.54931255047,-75539.31824578675,-868658.5466541022,0.09932144109114639,0.09124010713416436,0.0,event_102,static_open_loop,static_open_loop
2032-01-21,-169593.7577422395,40144.93921408431,6538.838890233654,-216277.53584655747,-1084936.0825006596,0.09089026896807617,0.08978167002911364,0.0,event_102,static_open_loop,static_open_loop
2032-01-22,-294830.3134665976,31777.198197217593,6240.154716329051,-332847.66638014425,-1417783.7488808038,0.0839494834761314,0.08243722712854015,0.0,event_102,static_open_loop,static_open_loop
2032-01-23,-280540.7224028347,37352.806519041165,6273.779505979715,-324167.3084278556,-1741951.0573086594,0.1065268348346361,0.10383827694397504,5514.244588620975,event_102,static_open_loop,static_open_loop
2032-01-26,7654326.965028084,21721.609994437003,4858.137277646996,7627747.217756,5885796.16044734,0.078134857768441,0.07141486625417448,0.0,event_102,static_open_loop,static_open_loop
2032-01-27,1031180.2867970212,15674.281178364918,4035.456412107495,1011470.5492065488,6897266.70965389,0.08559642057997577,0.07710112109724233,0.0,event_102,static_open_loop,static_open_loop
2032-01-28,-548775.1936306484,8875.699192918333,2933.8237256312555,-560584.716549198,6336681.993104692,0.05098780009440383,0.0495079444166781,0.0,event_102,static_open_loop,static_open_loop
2032-01-15,22527.649333356116,21689.363016059902,3127.1304054155553,-2288.844088119342,-2288.844088119342,0.07511568261119075,0.07462263679265078,0.0,event_102,forecast_liquidity,forecast_liquidity
2032-01-16,186303.31342111118,26583.21739599345,3652.4343003131144,156067.6617248046,153778.81763668527,0.09490757869851787,0.08702023598596612,0.0,event_102,forecast_liquidity,forecast_liquidity
2032-01-19,-772542.3375751473,29142.998403716218,4220.067506236114,-805905.4034850997,-652126.5858484143,0.09769893382260283,0.09142600577063195,0.0,event_102,forecast_liquidity,forecast_liquidity
2032-01-20,-1039.334805860456,30114.04817734121,5375.4075299901615,-36528.79051319183,-688655.3763616062,0.09288132004740295,0.08910234475642775,0.0,event_102,forecast_liquidity,forecast_liquidity
2032-01-21,-167452.11331471463,35918.882052108704,6164.237379838533,-209535.23274666187,-898190.609108268,0.0859261903123994,0.08355844340652657,0.0,event_102,forecast_liquidity,forecast_liquidity
2032-01-22,-232058.85051413678,31974.126676628464,6196.604818267983,-270229.58200903324,-1168420.1911173014,0.08342355761814746,0.07854763135190079,0.0,event_102,forecast_liquidity,forecast_liquidity
2032-01-23,62712.82776827332,42071.83767746954,6523.56651315258,14117.423577651194,-1154302.7675396502,0.11054177632250926,0.10706615843968278,8906.297541400927,event_102,forecast_liquidity,forecast_liquidity
2032-01-26,6743124.282177581,25157.931391966376,5186.307473933911,6712780.043311681,5558477.27577203,0.08420557398602646,0.07691060213348283,0.0,event_102,forecast_liquidity,forecast_liquidity
2032-01-27,919873.051046184,21089.972605559997,4718.385558232653,894064.6928823914,6452541.968654422,0.09907522379751625,0.08934323891686163,0.0,event_102,forecast_liquidity,forecast_liquidity
2032-01-28,-548775.1936305646,14933.368507795381,4189.257389379963,-567897.81952774,5884644.149126682,0.0647137429110769,0.06284038322789555,0.0,event_102,forecast_liquidity,forecast_liquidity
2032-02-03,34711.12085424457,62003.6637002273,4174.739015771343,-31467.281861754072,-31467.281861754072,0.16846606733314884,0.16559796688650028,29960.9984955947,event_103,static_open_loop,static_open_loop
2032-02-04,-487105.96993398754,47115.956497948704,4593.350602635866,-538815.2770345721,-570282.5588963261,0.12491149058980844,0.11387085266255256,13346.152222791527,event_103,static_open_loop,static_open_loop
2032-02-05,453874.52463284286,50021.99055977492,4942.352944836964,398910.181128231,-171372.37776809512,0.12491000076809462,0.11786582007609367,14147.24397443595,event_103,static_open_loop,static_open_loop
2032-02-06,-51635.34042612176,63565.889720502215,6022.067861651396,-121223.29800827536,-292595.67577637045,0.15666300141132125,0.15245255951840078,39562.028858939186,event_103,static_open_loop,static_open_loop
2032-02-09,831674.6644832299,52180.744392426954,6351.659603370452,773142.2604874325,480546.584711062,0.13537389038041223,0.1305740719060628,37369.75211141464,event_103,static_open_loop,static_open_loop
2032-02-10,410040.05919749406,46538.989584710245,6320.62597576066,357180.4436370232,837727.0283480852,0.13179089796049526,0.1302418361815759,28946.67122390095,event_103,static_open_loop,static_open_loop
2032-02-11,-683062.032964692,47762.005502626635,5369.393269133785,-736193.4317364524,101533.59661163285,0.14128430360417615,0.13881729948131524,31584.62274869511,event_103,static_open_loop,static_open_loop
2032-02-12,145541.61223011502,31797.734806810462,4911.2074571021385,108832.66996620242,210366.26657783525,0.10521828358489381,0.10287044659588085,7439.225564143329,event_103,static_open_loop,static_open_loop
2032-02-13,-2808331.083408983,24073.69503537733,3922.1488768336835,-2836326.927321194,-2625960.660743359,0.11267599594789372,0.1105029414452661,13499.94264256196,event_103,static_open_loop,static_open_loop
2032-02-16,1851866.2878779613,9920.277039268132,3444.8450867977235,1838501.1657518954,-787459.4949914636,0.07008428499783279,0.06752331662649676,0.0,event_103,static_open_loop,static_open_loop
2032-02-03,22293.667461190835,40029.02493050988,3340.979896038328,-21076.33736535737,-21076.33736535737,0.1356201843966827,0.1311081781108081,12986.710190077167,event_103,forecast_liquidity,forecast_liquidity
2032-02-04,-410841.6334784709,34733.407582034866,3934.3478084473727,-449509.38886895316,-470585.72623431054,0.1027337473249844,0.0969043695825948,1464.585501472051,event_103,forecast_liquidity,forecast_liquidity
2032-02-05,398291.4654088139,41541.971984814234,4462.671612462596,352286.8218115371,-118298.90442277346,0.11181462627094069,0.10725565598954369,6709.93156033384,event_103,forecast_liquidity,forecast_liquidity
2032-02-06,65060.65315436175,56932.36502593373,5651.987836155125,2476.3002922728983,-115822.60413050056,0.14417824783003597,0.13982419518763525,29272.773714043724,event_103,forecast_liquidity,forecast_liquidity
2032-02-09,627553.3304703373,49706.68928215218,6159.890753818364,571686.7504343668,455864.1463038662,0.12428280681762113,0.12329443256350946,25652.88865842005,event_103,forecast_liquidity,forecast_liquidity
2032-02-10,308215.8189462956,48039.30664755314,6387.564803150023,253788.94749559244,709653.0937994586,0.13102628275925077,0.12871002043734758,28250.463621626724,event_103,forecast_liquidity,forecast_liquidity
2032-02-11,-602822.5719237333,49970.18835550518,5437.35258883851,-658230.1128680771,51422.98093138146,0.14061523541860138,0.13888942064974566,28755.416176665414,event_103,forecast_liquidity,forecast_liquidity
2032-02-12,111442.26344388658,33980.7716137614,5029.089827756032,72432.40200236916,123855.38293375062,0.10879276683284736,0.10595684648900612,7839.059674417993,event_103,forecast_liquidity,forecast_liquidity
2032-02-13,-2660003.5588052487,31889.17407580502,4383.46921664667,-2696276.2020977004,-2572420.8191639497,0.130419009736705,0.128039644114897,32396.262067067553,event_103,forecast_liquidity,forecast_liquidity
2032-02-16,1851866.2878779732,18243.956027436376,5013.238941755546,1828609.0929087813,-743811.7262551684,0.08895724514317958,0.08571003554159136,0.0,event_103,forecast_liquidity,forecast_liquidity
2032-02-20,174015.1931468886,52729.328002042676,4363.733307422633,116922.1318374233,116922.1318374233,0.133150185457195,0.12024947511033554,14599.913477621973,event_104,static_open_loop,static_open_loop
2032-02-23,-82057.0892320358,51095.08379307139,4664.154943836567,-137816.32796894375,-20894.196131520453,0.1338739817237264,0.12827373553398067,16483.13685362305,event_104,static_open_loop,static_open_loop
2032-02-24,-72477.109789548,56235.22605150824,5340.740192457492,-134053.07603351373,-154947.2721650342,0.14885521441804966,0.13617750496019887,25317.32285589831,event_104,static_open_loop,static_open_loop
2032-02-25,-642849.8025953326,50969.53049456466,5930.97821632667,-699750.311306224,-854697.5834712582,0.12886051485609473,0.1156046451120989,20157.038353631142,event_104,static_open_loop,static_open_loop
2032-02-26,96228.62138063491,53003.119283808956,6554.0703347909,36671.431762035056,-818026.1517092232,0.14087310428018482,0.1381167046722414,31674.734774559256,event_104,static_open_loop,static_open_loop
2032-02-27,728271.8553991978,48414.10514244186,6383.58509340053,673474.1651633554,-144551.98654586775,0.12579136406896602,0.1182437012373554,30754.932254949817,event_104,static_open_loop,static_open_loop
2032-03-01,1298608.061172463,37921.38245157051,5810.891159156673,1254875.7875617358,1110323.801015868,0.11507993443737001,0.11357368461030345,16478.31172110178,event_104,static_open_loop,static_open_loop
2032-03-02,65024.28336827494,24838.960044768195,4502.2079176423495,35683.115405864395,1146006.9164217324,0.09907289978457826,0.0900860364643212,0.0,event_104,static_open_loop,static_open_loop
2032-03-03,831060.2878212897,18431.792421703183,3711.795387902983,808916.7000116835,1954923.616433416,0.08778599171377383,0.07959826667717398,0.0,event_104,static_open_loop,static_open_loop
2032-03-04,-471197.22601817234,11329.409180448962,3493.2438764887333,-486019.87907511,1468903.737358306,0.06849141014830697,0.06655089185571761,0.0,event_104,static_open_loop,static_open_loop
2032-02-20,146202.35427350542,34357.91034519442,3520.3114549975326,108324.13247331347,108324.13247331347,0.10857506622322137,0.10127957184238769,3776.607074659303,event_104,forecast_liquidity,forecast_liquidity
2032-02-23,-73600.13828959268,38356.87174822038,4031.089279132566,-115988.09931694562,-7663.966843632152,0.11835126844596094,0.11189699692573898,8929.758293530569,event_104,forecast_liquidity,forecast_liquidity
2032-02-24,-52854.71639942791,46779.84536839057,4871.16375372453,-104505.725521543,-112169.69236517516,0.13607922174461476,0.12253297980072392,18696.659428854953,event_104,forecast_liquidity,forecast_liquidity
2032-02-25,-531620.8776669572,43961.392370631016,5555.447344842673,-581137.7173824309,-693307.409747606,0.11582687157362634,0.10257465454236642,11053.955860396221,event_104,forecast_liquidity,forecast_liquidity
2032-02-26,72387.7825657471,48089.89879329814,6282.799452623428,18015.084319825528,-675292.3254277805,0.13308899272322924,0.1269132445415605,21139.6587241253,event_104,forecast_liquidity,forecast_liquidity
2032-02-27,726742.2343182327,49568.26216091027,6435.622661902791,670738.3494954197,-4553.97593236086,0.12500330698630288,0.1197433381834283,29815.21297040445,event_104,forecast_liquidity,forecast_liquidity
2032-03-01,1186516.1944152648,42316.54669357738,6150.913796708429,1138048.7339249789,1133494.757992618,0.1162174366127642,0.11357552995210067,21653.79747067453,event_104,forecast_liquidity,forecast_liquidity
2032-03-02,-65326.26673397216,28946.94522739523,4865.6035010692785,-99138.81546243666,1034355.9425301814,0.10676963363507708,0.09708494682956181,10249.474583663075,event_104,forecast_liquidity,forecast_liquidity
2032-03-03,828762.5273792146,24930.278070546938,4324.811940290231,799507.4373683775,1833863.3798985588,0.1018090720172677,0.09232733106606016,1854.6977540562511,event_104,forecast_liquidity,forecast_liquidity
2032-03-04,-471197.22601867607,16441.181612458047,4386.144495708657,-492024.5521268427,1341838.827771716,0.08697802379051077,0.08068813697633259,0.0,event_104,forecast_liquidity,forecast_liquidity
2032-03-10,94831.23309704103,48333.64564785106,4479.157461892487,42018.42998729748,42018.42998729748,0.11538267347662855,0.11496096319130883,11954.150173269649,event_105,static_open_loop,static_open_loop
2032-03-11,-26849.64859607938,41023.08117999665,5043.4286349434105,-72916.15841101944,-30897.728423721957,0.10789114440373444,0.10512420035527874,5723.80179259475,event_105,static_open_loop,static_open_loop
2032-03-12,-669452.0267514827,40363.23097586109,5132.08457220628,-714947.3422995501,-745845.070723272,0.1053633107706046,0.10463328071269727,5718.519568626536,event_105,static_open_loop,static_open_loop
2032-03-15,-1411138.8433173748,46842.57756356085,6331.384314834706,-1464312.8051957702,-2210157.875919042,0.1126509699097245,0.10464256914575265,12459.157415856142,event_105,static_open_loop,static_open_loop
2032-03-16,1118294.977466103,59412.91664640008,6447.0857173097365,1052434.9751023932,-1157722.900816649,0.14078759937467636,0.1365643076731768,37007.38436077807,event_105,static_open_loop,static_open_loop
2032-03-17,-1255526.6374317505,46196.5005066637,6134.348128785965,-1307857.4860672003,-2465580.3868838493,0.11952670518761288,0.11458999105942827,14315.846901703306,event_105,static_open_loop,static_open_loop
2032-03-18,387636.3965178783,30791.725312938048,6003.409454238549,350841.2617507017,-2114739.1251331475,0.09114400775404316,0.08696409331575254,0.0,event_105,static_open_loop,static_open_loop
2032-03-19,418896.04638152535,27226.038085188524,4779.023597606467,386890.98469873035,-1727848.1404344172,0.10649390935890139,0.10214564751815408,5488.12460247647,event_105,static_open_loop,static_open_loop
2032-03-22,1355187.3854864002,14410.928386733747,3340.9293291642025,1337435.5277705025,-390412.6126639147,0.0821152857625678,0.07972750252859827,0.0,event_105,static_open_loop,static_open_loop
2032-03-23,-1095712.8952216366,9225.293406213426,2707.501832347879,-1107645.6904601979,-1498058.3031241125,0.056149761633373915,0.05210196709779943,0.0,event_105,static_open_loop,static_open_loop
2032-03-10,75668.29582882374,29226.36837660549,3509.1501035249626,42932.77734869329,42932.77734869329,0.09151518219348656,0.09018469470492231,0.0,event_105,forecast_liquidity,forecast_liquidity
2032-03-11,-30879.93004641456,29080.231246121042,4255.069673446243,-64215.23096598184,-21282.45361728855,0.09543424085715668,0.08708241706464158,0.0,event_105,forecast_liquidity,forecast_liquidity
2032-03-12,-545426.4180525423,32230.458113087625,4568.6679983361755,-582225.544163966,-603507.9977812545,0.09307491836705384,0.08853691104414436,0.0,event_105,forecast_liquidity,forecast_liquidity
2032-03-15,-1243704.8843072862,40637.47825050718,5877.353374679575,-1290219.715932473,-1893727.7137137274,0.10407672744955473,0.0961987645565304,4014.916595169605,event_105,forecast_liquidity,forecast_liquidity
2032-03-16,1064265.1403948693,54410.71500028889,6138.989813917396,1003715.4355806629,-890012.2781330645,0.13355120636144244,0.12930948908043904,25950.817600578535,event_105,forecast_liquidity,forecast_liquidity
2032-03-17,-1265515.9530618454,47016.97954588346,6128.282648704684,-1318661.2152564335,-2208673.493389498,0.10999011765304414,0.10991761243452515,13376.137345876981,event_105,forecast_liquidity,forecast_liquidity
2032-03-18,264769.6533486447,34568.73765799293,6378.787826452772,223822.12786419896,-1984851.365525299,0.09225540875727516,0.08919601944634073,0.0,event_105,forecast_liquidity,forecast_liquidity
2032-03-19,357033.5594103305,30391.56365483985,4988.4581581640305,321653.53759732656,-1663197.8279279724,0.11476796868564154,0.11008146450586108,12480.68733222707,event_105,forecast_liquidity,forecast_liquidity
2032-03-22,1232819.055930599,19558.129144070914,3867.3599500570867,1209393.5668364712,-453804.2610915012,0.09526100855240933,0.09247612697838281,0.0,event_105,forecast_liquidity,forecast_liquidity
2032-03-23,-1095712.8952216813,18088.543448478416,4149.010666296326,-1117950.4493364561,-1571754.7104279574,0.07127560823756592,0.0661324727915335,0.0,event_105,forecast_liquidity,forecast_liquidity
2032-03-29,-122169.4891061917,37163.58514689997,4247.667460848066,-163580.74171393973,-163580.74171393973,0.1161022226288513,0.10321339778784813,12736.343703223538,event_106,static_open_loop,static_open_loop
2032-03-30,429151.1367779313,40648.24716875103,4297.252836207402,384205.6367729729,220624.89505903315,0.12009738578974816,0.10768744608545701,16722.893606557904,event_106,static_open_loop,static_open_loop
2032-03-31,-263815.22096594196,32086.381610394328,5053.236429385548,-300954.83900572185,-80329.9439466887,0.08377122299323295,0.08218020105210735,0.0,event_106,static_open_loop,static_open_loop
2032-04-01,130372.7103091896,47603.65412879575,5983.864493397043,76785.19168699681,-3544.752259691886,0.10582900465576969,0.10042462741025121,8220.53116763581,event_106,static_open_loop,static_open_loop
2032-04-02,273845.8231943796,40998.04360432915,6759.713976532655,226088.06561351783,222543.31335382594,0.09799434834163419,0.093882563886059,0.0,event_106,static_open_loop,static_open_loop
2032-04-05,222307.49272306217,40443.71016846194,6477.744754036183,175386.03780056402,397929.35115438997,0.09841547300105383,0.09610842144517617,0.0,event_106,static_open_loop,static_open_loop
2032-04-06,-1587279.9387324331,34221.89186643121,5641.737167200671,-1627143.567766065,-1229214.216611675,0.10127202797508474,0.10095610530754581,1507.2607935369451,event_106,static_open_loop,static_open_loop
2032-04-07,-298915.05882221984,21251.066496725707,4739.515794321878,-324905.64111326745,-1554119.8577249425,0.08427785256679293,0.07802020565939247,0.0,event_106,static_open_loop,static_open_loop
