candidate,risk_measure,scenario_tail_overlay_fraction,optimization_scenario_count,lambda_multiplier,inventory_risk_weight,inventory_path_risk_weight,status,expected_alpha_dollars,impact_cost_dollars,linear_cost_dollars,expected_net_pnl_dollars,pnl_vol_dollars,loss_var_95_dollars,loss_cvar_95_dollars,probability_profitable,event_id,strategy,plan_selection_policy,selected_plan_source,coefficient_policy,alpha_policy,factor_policy,profit_policy,liquidity_shape_policy,regret_policy,regret_fraction,regret_weight,liquidity_shape_fraction,applied_inventory_risk_weight
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,759208.9471022104,320861.59146560595,50240.152441738705,388107.2031948657,4698201.326389157,6715556.651800302,8196560.784614038,0.484375,event_108,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.611139953715645e-08
variance__multiplier_0.1__variance_1.61114e-09__path_0,variance,0.0,,0.1,1.6111399537156451e-09,0.0,optimal,754337.9507437319,316848.35970928427,50173.3310616551,387316.2599727926,4589392.564490929,6620498.322459307,8198897.93877153,0.484375,event_108,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.611139953715645e-08
variance__multiplier_0.3__variance_4.83342e-09__path_0,variance,0.0,,0.3,4.833419861146935e-09,0.0,optimal,744778.3326204921,312120.460524364,50042.17626945138,382615.6958266767,4420904.912178404,6778420.606104302,8203890.351379914,0.484375,event_108,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.611139953715645e-08
variance__multiplier_1__variance_1.61114e-08__path_0,variance,0.0,,1.0,1.611139953715645e-08,0.0,optimal,707744.1795652016,302366.2168456006,49685.268411064295,355692.69430853677,4099673.946234049,6636363.736087057,8246253.828420835,0.46875,event_108,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.611139953715645e-08
variance__multiplier_3__variance_4.83342e-08__path_0,variance,0.0,,3.0,4.833419861146936e-08,0.0,optimal,657929.9946480903,306682.7004090721,49240.25017392874,302007.0440650895,3840357.7327341787,5804732.642047096,8255232.91992807,0.46875,event_108,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.611139953715645e-08
variance__multiplier_10__variance_1.61114e-07__path_0,variance,0.0,,10.0,1.611139953715645e-07,0.0,optimal,646779.8591717777,325821.38801602036,49095.99200288123,271862.4791528761,3787262.536209298,5861112.452882783,8219373.411918848,0.484375,event_108,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.611139953715645e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,731297.0058853801,321904.32912838337,49775.720496105845,359616.9562608909,4405143.490502206,6711262.320166817,7890846.667778064,0.484375,event_108,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,8.055699768578226e-09,0.5,1.611139953715645e-08
variance__multiplier_0.1__variance_1.61114e-09__path_0,variance,0.0,,0.1,1.6111399537156451e-09,0.0,optimal,727282.0747517182,318542.81991290115,49721.190638288026,359018.064200529,4317852.761163055,6797631.489850563,7897872.379008858,0.484375,event_108,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,8.055699768578226e-09,0.5,1.611139953715645e-08
variance__multiplier_0.3__variance_4.83342e-09__path_0,variance,0.0,,0.3,4.833419861146935e-09,0.0,optimal,719187.9770991938,314251.8918454901,49609.42905725043,355326.6561964533,4177108.0853876704,6947029.9255454475,7894045.171570435,0.484375,event_108,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,8.055699768578226e-09,0.5,1.611139953715645e-08
variance__multiplier_1__variance_1.61114e-08__path_0,variance,0.0,,1.0,1.611139953715645e-08,0.0,optimal,688753.2518641751,305519.9954854064,49310.34876766,333922.9076111087,3914009.316527328,6437686.648298787,8063661.8816205505,0.453125,event_108,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,8.055699768578226e-09,0.5,1.611139953715645e-08
variance__multiplier_3__variance_4.83342e-08__path_0,variance,0.0,,3.0,4.833419861146936e-08,0.0,optimal,633010.3483702007,305023.41655133036,48828.95981842173,279157.9720004486,3643576.3813797315,5466624.840292471,8068232.609112511,0.484375,event_108,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,8.055699768578226e-09,0.5,1.611139953715645e-08
variance__multiplier_10__variance_1.61114e-07__path_0,variance,0.0,,10.0,1.611139953715645e-07,0.0,optimal,619647.1230017184,320133.9931307126,48666.952684917625,250846.1771860882,3589183.3971398794,5566207.892325167,8007441.904982287,0.46875,event_108,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,8.055699768578226e-09,0.5,1.611139953715645e-08
