event_id,date,day_index,strategy,specific_risk_fraction,raw_factor_variance_dollars2,raw_specific_variance_dollars2,priced_specific_variance_dollars2,total_priced_variance_dollars2,raw_specific_variance_share
event_99,2031-12-04,10,static_open_loop,1.0,2205519119999.8984,2875439159999.9346,2875439159999.9346,5080958279999.833,0.5659245759443687
event_99,2031-11-21,1,full_specific_control,1.0,38422874.54476556,5707672484.876724,5707672484.876724,5746095359.42149,0.9933132201710216
event_99,2031-11-24,2,full_specific_control,1.0,300395992.3769646,28761824195.131622,28761824195.131622,29062220187.508587,0.9896636942931814
event_99,2031-11-25,3,full_specific_control,1.0,1816132497.9356458,85827715070.41406,85827715070.41406,87643847568.3497,0.9792782659784611
event_99,2031-11-26,4,full_specific_control,1.0,10170010732.113218,210899099709.06244,210899099709.06244,221069110441.17566,0.9539962380460233
event_99,2031-11-27,5,full_specific_control,1.0,33235024942.24033,435537245279.93945,435537245279.93945,468772270222.1798,0.9291019818077374
event_99,2031-11-28,6,full_specific_control,1.0,72835315721.95915,759227720338.8502,759227720338.8502,832063036060.8093,0.9124641853256944
event_99,2031-12-01,7,full_specific_control,1.0,153404182608.66394,1168710383441.258,1168710383441.258,1322114566049.9219,0.8839705827710611
event_99,2031-12-02,8,full_specific_control,1.0,360237911402.9052,1617756478807.9797,1617756478807.9797,1977994390210.885,0.8178771824704223
event_99,2031-12-03,9,full_specific_control,1.0,818221623235.1609,2125214483524.4517,2125214483524.4517,2943436106759.6123,0.722018214916875
event_99,2031-12-04,10,full_specific_control,1.0,2205519120000.142,2875439159999.959,2875439159999.959,5080958280000.102,0.5659245759443436
event_99,2031-11-21,1,systematic_first,0.5,11521070.840942929,7436240738.236837,3718120369.1184187,3729641439.9593616,0.9984530828004058
event_99,2031-11-24,2,systematic_first,0.5,92706235.59753995,36411125125.51583,18205562562.757915,18298268798.355457,0.9974603697162512
event_99,2031-11-25,3,systematic_first,0.5,534587724.7095105,103100762727.17299,51550381363.586494,52084969088.296005,0.9948416469633331
event_99,2031-11-26,4,systematic_first,0.5,2814575414.1953683,233771231157.6586,116885615578.8293,119700190993.02467,0.9881033631941882
event_99,2031-11-27,5,systematic_first,0.5,14038197723.871061,468891862252.9434,234445931126.4717,248484128850.34277,0.970931199179142
event_99,2031-11-28,6,systematic_first,0.5,40219997254.5094,805786169208.5789,402893084604.2894,443113081858.7988,0.9524589786116361
event_99,2031-12-01,7,systematic_first,0.5,108227241294.8262,1218620723267.9714,609310361633.9857,717537602928.8119,0.9184328241175035
event_99,2031-12-02,8,systematic_first,0.5,331045173803.5305,1639514602481.0928,819757301240.5464,1150802475044.077,0.8320045005548133
event_99,2031-12-03,9,systematic_first,0.5,763283476587.5996,2157973540555.8667,1078986770277.9333,1842270246865.533,0.738714028889532
event_99,2031-12-04,10,systematic_first,0.5,2205519120021.807,2875439160001.7134,1437719580000.8567,3643238700022.664,0.5659245759420805
event_100,2031-12-10,1,static_open_loop,1.0,565031492.0688931,17761117070.889267,17761117070.889267,18326148562.95816,0.9691680174845375
event_100,2031-12-11,2,static_open_loop,1.0,2773106697.9272428,78164451497.31444,78164451497.31444,80937558195.24168,0.9657377024985382
event_100,2031-12-12,3,static_open_loop,1.0,9056844884.296427,204410196089.2516,204410196089.2516,213467040973.548,0.9575726311519036
event_100,2031-12-15,4,static_open_loop,1.0,29809084321.695415,430507928211.96747,430507928211.96747,460317012533.6629,0.9352422710652791
event_100,2031-12-16,5,static_open_loop,1.0,73397519256.9166,771166976160.3258,771166976160.3258,844564495417.2424,0.9130942401022247
event_100,2031-12-17,6,static_open_loop,1.0,167230601811.45105,1188598127276.7207,1188598127276.7207,1355828729088.1719,0.8766580186540833
event_100,2031-12-18,7,static_open_loop,1.0,434384650304.7328,1589220959616.4363,1589220959616.4363,2023605609921.169,0.7853412502045523
event_100,2031-12-19,8,static_open_loop,1.0,825310950293.4636,2047847751242.3816,2047847751242.3816,2873158701535.845,0.7127513527699343
event_100,2031-12-22,9,static_open_loop,1.0,1538293098565.6357,2500551552911.6255,2500551552911.6255,4038844651477.261,0.6191254600488324
event_100,2031-12-23,10,static_open_loop,1.0,2205519119999.4683,2875439159999.918,2875439159999.918,5080958279999.387,0.5659245759444151
event_100,2031-12-10,1,full_specific_control,1.0,166560413.039127,11519688373.400183,11519688373.400183,11686248786.43931,0.9857473158339395
event_100,2031-12-11,2,full_specific_control,1.0,870085444.7586782,54491452857.36192,54491452857.36192,55361538302.1206,0.9842835753585744
event_100,2031-12-12,3,full_specific_control,1.0,2893721314.670259,151941503107.9815,151941503107.9815,154835224422.65176,0.9813109625057196
event_100,2031-12-15,4,full_specific_control,1.0,10743834712.444035,338617074890.0838,338617074890.0838,349360909602.52783,0.9692471755793531
event_100,2031-12-16,5,full_specific_control,1.0,27111932283.440914,635901287570.0726,635901287570.0726,663013219853.5135,0.9591080064897786
event_100,2031-12-17,6,full_specific_control,1.0,67697149944.31221,1031007271851.9536,1031007271851.9536,1098704421796.2659,0.9383845658565435
event_100,2031-12-18,7,full_specific_control,1.0,217573479501.6027,1429820219773.521,1429820219773.521,1647393699275.1238,0.867928668418886
event_100,2031-12-19,8,full_specific_control,1.0,521814940949.49475,1895290035014.0183,1895290035014.0183,2417104975963.513,0.7841157309514505
event_100,2031-12-22,9,full_specific_control,1.0,1218616120001.1943,2399358517792.7656,2399358517792.7656,3617974637793.96,0.6631772629715728
event_100,2031-12-23,10,full_specific_control,1.0,2205519119999.995,2875439159999.993,2875439159999.993,5080958279999.988,0.565924575944363
event_100,2031-12-10,1,systematic_first,0.5,369021864.5635304,18946396425.98823,9473198212.994116,9842220077.557646,0.9808949586795105
event_100,2031-12-11,2,systematic_first,0.5,2102401433.4065943,88706180765.0224,44353090382.5112,46455491815.91779,0.9768479874643063
event_100,2031-12-12,3,systematic_first,0.5,5606875223.519368,232575365942.43433,116287682971.21716,121894558194.73653,0.9764597259809442
event_100,2031-12-15,4,systematic_first,0.5,12578993526.533045,471771164341.09686,235885582170.54843,248464575697.08148,0.9740291330100675
event_100,2031-12-16,5,systematic_first,0.5,27834990711.04317,821413656515.8915,410706828257.94574,438541818968.9889,0.9672239799239796
event_100,2031-12-17,6,systematic_first,0.5,72416067279.84438,1247917425545.0146,623958712772.5073,696374780052.3517,0.9451531997988554
event_100,2031-12-18,7,systematic_first,0.5,254212869970.8497,1639671455790.7058,819835727895.3529,1074048597866.2026,0.865771701833676
event_100,2031-12-19,8,systematic_first,0.5,646359592191.4325,2041687758009.6904,1020843879004.8452,1667203471196.2778,0.759543077936082
event_100,2031-12-22,9,systematic_first,0.5,1411022749679.7686,2571606535722.6577,1285803267861.3289,2696826017541.0977,0.6457057264025037
event_100,2031-12-23,10,systematic_first,0.5,2205519119999.9946,2875439159999.9985,1437719579999.9993,3643238699999.994,0.5659245759443635
event_101,2031-12-29,1,static_open_loop,1.0,888451411.2770188,16413327722.842701,16413327722.842701,17301779134.11972,0.9486497079641387
event_101,2031-12-30,2,static_open_loop,1.0,4246671982.2240405,72633587942.6722,72633587942.6722,76880259924.89624,0.9447625178898642
event_101,2031-12-31,3,static_open_loop,1.0,14452723136.140673,187756671589.96082,187756671589.96082,202209394726.1015,0.9285259561964601
event_101,2032-01-01,4,static_open_loop,1.0,42907759932.13211,392882352357.01746,392882352357.01746,435790112289.14954,0.901540308689559
event_101,2032-01-02,5,static_open_loop,1.0,98368580784.76894,704501051393.954,704501051393.954,802869632178.7229,0.8774787626257216
